,temp,vent,set temp diff
003,,"Anomaly at 2021-01-15 14:45:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 15:00:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 15:15:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 15:30:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 15:45:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 16:00:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 16:15:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 16:30:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 16:45:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 17:00:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 17:15:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 17:30:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 17:45:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 18:00:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 18:15:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 18:30:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 18:45:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 19:00:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 19:15:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 19:30:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 19:45:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 20:00:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 20:15:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 20:30:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 20:45:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 21:00:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 21:15:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 21:30:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 21:45:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 22:00:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 22:15:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 22:30:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 22:45:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 23:00:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 23:15:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 23:30:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-15 23:45:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 00:00:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 00:15:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 00:30:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 00:45:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 01:00:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 01:15:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 01:30:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 01:45:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 02:00:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 02:15:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 02:30:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 02:45:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 03:00:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 03:15:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 03:30:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 03:45:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 04:00:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 04:15:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 04:30:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 04:45:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 05:00:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 05:15:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 05:30:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 05:45:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 11:00:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 11:15:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 11:30:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 11:45:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 12:00:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 12:15:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 12:30:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 12:45:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 13:00:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 13:15:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 13:30:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 13:45:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 14:00:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 14:15:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 14:30:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 14:45:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 15:00:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 15:15:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 15:30:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 15:45:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 16:00:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 16:15:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 16:30:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 16:45:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 17:00:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 17:15:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 17:30:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 17:45:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 18:00:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 18:15:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 18:30:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 18:45:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
","Anomaly at 2021-01-15 14:15:00: value too low. (bound, anomaly_value): (0.24798524738914884)
Anomaly at 2021-01-15 14:30:00: value too low. (bound, anomaly_value): (0.2129783650929833)
Anomaly at 2021-01-15 14:45:00: value too low. (bound, anomaly_value): (0.1719714827968144)
Anomaly at 2021-01-15 15:00:00: value too low. (bound, anomaly_value): (0.1669646005006442)
Anomaly at 2021-01-15 15:15:00: value too low. (bound, anomaly_value): (0.16795771820447425)
Anomaly at 2021-01-15 15:30:00: value too low. (bound, anomaly_value): (0.1510389785897417)
Anomaly at 2021-01-15 15:45:00: value too low. (bound, anomaly_value): (0.13412023897500625)
Anomaly at 2021-01-15 16:00:00: value too low. (bound, anomaly_value): (0.12320149936027369)
Anomaly at 2021-01-15 16:15:00: value too low. (bound, anomaly_value): (0.12828275974553538)
Anomaly at 2021-01-15 16:30:00: value too low. (bound, anomaly_value): (0.09943435430676018)
Anomaly at 2021-01-15 16:45:00: value too low. (bound, anomaly_value): (0.06458594886798519)
Anomaly at 2021-01-15 17:00:00: value too low. (bound, anomaly_value): (0.039737543429206434)
Anomaly at 2021-01-15 17:15:00: value too low. (bound, anomaly_value): (0.004889137990431225)
Anomaly at 2021-01-15 17:30:00: value too low. (bound, anomaly_value): (0.024110163625622683)
Anomaly at 2021-01-16 13:45:00: value too high. (bound, anomaly_value): (2.187414774012892)
Anomaly at 2021-01-16 14:00:00: value too high. (bound, anomaly_value): (2.138331462980463)
Anomaly at 2021-01-16 14:15:00: value too high. (bound, anomaly_value): (2.1632481519480313)
Anomaly at 2021-01-16 14:30:00: value too high. (bound, anomaly_value): (2.2178314306519264)
Anomaly at 2021-01-16 14:45:00: value too high. (bound, anomaly_value): (2.168414709355831)
Anomaly at 2021-01-16 15:00:00: value too high. (bound, anomaly_value): (2.13699798805973)
Anomaly at 2021-01-16 15:15:00: value too high. (bound, anomaly_value): (2.081581266763634)
Anomaly at 2021-01-16 15:30:00: value too high. (bound, anomaly_value): (2.0699211521072916)
Anomaly at 2021-01-16 15:45:00: value too high. (bound, anomaly_value): (2.058261037450946)
Anomaly at 2021-01-16 16:00:00: value too high. (bound, anomaly_value): (2.0386009227946045)
Anomaly at 2021-01-16 16:15:00: value too high. (bound, anomaly_value): (2.004940808138262)
Anomaly at 2021-01-16 16:30:00: value too high. (bound, anomaly_value): (1.9651013062879705)
Anomaly at 2021-01-16 16:45:00: value too high. (bound, anomaly_value): (1.9552618044376775)
Anomaly at 2021-01-16 17:00:00: value too high. (bound, anomaly_value): (1.9414223025873882)
Anomaly at 2021-01-16 17:15:00: value too high. (bound, anomaly_value): (1.923582800737097)
Anomaly at 2021-01-16 17:30:00: value too high. (bound, anomaly_value): (1.8976119574098267)
Anomaly at 2021-01-16 17:45:00: value too high. (bound, anomaly_value): (1.907641114082555)
Anomaly at 2021-01-16 18:00:00: value too high. (bound, anomaly_value): (1.9096702707552793)
Anomaly at 2021-01-16 18:15:00: value too high. (bound, anomaly_value): (1.8756994274280108)
Anomaly at 2021-01-16 18:30:00: value too high. (bound, anomaly_value): (1.8416420347463593)
Anomaly at 2021-01-16 18:45:00: value too high. (bound, anomaly_value): (1.851584642064702)
Anomaly at 2021-01-16 19:00:00: value too high. (bound, anomaly_value): (1.8555171130835106)
"
102,,,
106,,"Anomaly at 2021-01-16 16:30:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 16:45:00: value too Valve too open for too long. (bound, anomaly_value): ([100.])
Anomaly at 2021-01-16 17:00:00: value too Valve too open for too long. (bound, anomaly_value): ([98.83])
","Anomaly at 2021-01-16 04:45:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-16 05:00:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-16 05:15:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-16 05:30:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-16 05:45:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-16 11:00:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-16 11:15:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-16 11:30:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-16 11:45:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-16 12:00:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-16 12:15:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-16 12:30:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-16 12:45:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-16 13:00:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-16 13:15:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-16 13:30:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-16 13:45:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-16 14:00:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-16 14:15:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-16 14:30:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-16 14:45:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-16 15:00:00: value too low. (bound, anomaly_value): (-5.0)
"
107,,,
108,,,
109,"Anomaly at 2021-01-02 21:15:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-02 21:30:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-02 21:45:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-02 22:00:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-02 22:15:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-02 22:30:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-02 22:45:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-02 23:00:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-02 23:15:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-02 23:30:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-02 23:45:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 00:00:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 00:15:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 00:30:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 00:45:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 01:00:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 01:15:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 01:30:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 01:45:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 02:00:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 02:15:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 02:30:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 02:45:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 03:00:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 03:15:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 03:30:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 03:45:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 04:00:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 04:15:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 04:30:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 04:45:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 05:00:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 05:15:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 05:30:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 05:45:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 11:00:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 11:15:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 11:30:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 11:45:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 12:00:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 12:15:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 12:30:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 12:45:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 13:00:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 13:15:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 13:30:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 13:45:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 14:00:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 14:15:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 14:30:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 14:45:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 15:00:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 15:15:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 15:30:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 15:45:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 16:00:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 16:15:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 16:30:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 16:45:00: value too low. (bound, anomaly_value): (60.0)
Anomaly at 2021-01-03 17:15:00: value too low. (bound, anomaly_value): (60.0)
",,"Anomaly at 2021-01-02 21:00:00: value too high. (bound, anomaly_value): (-4.182221412194832)
Anomaly at 2021-01-03 19:45:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-03 20:00:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-03 20:15:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-03 20:30:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-03 20:45:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-03 21:00:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-03 21:15:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-03 21:30:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-03 21:45:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-03 22:00:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-03 22:15:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-03 22:30:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-03 22:45:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-03 23:00:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-03 23:15:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-03 23:30:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-03 23:45:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-04 00:00:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-04 00:15:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-04 00:30:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-04 00:45:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-04 01:00:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-04 01:15:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-04 01:30:00: value too low. (bound, anomaly_value): (-5.0)
Anomaly at 2021-01-04 01:45:00: value too low. (bound, anomaly_value): (-4.602176160646872)
"
111,,,
112,,"Anomaly at 2021-01-02 11:45:00: value too Valve too open for too long. (bound, anomaly_value): ([99.57])
",
114,"Anomaly at 2021-01-02 16:30:00: value too high. (bound, anomaly_value): (70.4086567558249)
Anomaly at 2021-01-02 16:45:00: value too high. (bound, anomaly_value): (70.45253013061925)
",,"Anomaly at 2021-01-02 16:30:00: value too low. (bound, anomaly_value): (-0.4086567558248551)
Anomaly at 2021-01-02 16:45:00: value too low. (bound, anomaly_value): (-0.452530130619215)
"
